"","log2FoldChange","padj","Factor"
"ko:K20398",0.449913876768163,0.945222884667638,"Menthol_Menthol_vs_Control"
"ko:K20399",-1.46876160142225,0.921136314961085,"Menthol_Menthol_vs_Control"
"ko:K20472",0.396033386933217,0.945222884667638,"Menthol_Menthol_vs_Control"
"ko:K21870",-0.509372184757786,0.945222884667638,"Menthol_Menthol_vs_Control"
"ko:K21891",-0.895614107877748,0.945222884667638,"Menthol_Menthol_vs_Control"
"ko:K22069",0.576073725392592,0.945222884667638,"Menthol_Menthol_vs_Control"
"ko:K22390",-0.411191707007347,0.945222884667638,"Menthol_Menthol_vs_Control"
"ko:K22503",-0.352239104311637,0.945222884667638,"Menthol_Menthol_vs_Control"
"ko:K22556",-2.5198977888506,0.48439170483148,"Menthol_Menthol_vs_Control"
"ko:K22939",-0.439717266499001,0.945222884667638,"Menthol_Menthol_vs_Control"
"ko:K23034",-2.02601989146655,0.945222884667638,"Menthol_Menthol_vs_Control"
"ko:K000241",-0.985940541273539,0.519425431101626,"Vibrio_Vibrio_vs_Control"
"ko:K000311",-0.135069282378692,0.932647886070796,"Vibrio_Vibrio_vs_Control"
"ko:K001281",-0.0680541315631915,0.932647886070796,"Vibrio_Vibrio_vs_Control"
"ko:K001341",-0.917767694365229,0.578304357386594,"Vibrio_Vibrio_vs_Control"
"ko:K001401",1.1865325470704,0.3458751056309,"Vibrio_Vibrio_vs_Control"
"ko:K002071",-0.387664264264263,0.836140728995553,"Vibrio_Vibrio_vs_Control"
"ko:K002351",-0.964005566079419,0.183176855000473,"Vibrio_Vibrio_vs_Control"
"ko:K002491",-3.0129794642048,NA,"Vibrio_Vibrio_vs_Control"
"ko:K002621",-0.624315196093118,0.561911276983734,"Vibrio_Vibrio_vs_Control"
"ko:K003311",0.774735201167612,0.533941415908843,"Vibrio_Vibrio_vs_Control"
"ko:K003331",-0.283871627370068,0.769787235968231,"Vibrio_Vibrio_vs_Control"
"ko:K003381",0.972409280573026,NA,"Vibrio_Vibrio_vs_Control"
"ko:K003571",-1.72161914101002,NA,"Vibrio_Vibrio_vs_Control"
"ko:K004111",-0.110890498326313,0.776849989170325,"Vibrio_Vibrio_vs_Control"
"ko:K004131",0.551318834215029,NA,"Vibrio_Vibrio_vs_Control"
"ko:K004561",-0.696958206933343,0.519425431101626,"Vibrio_Vibrio_vs_Control"
"ko:K004691",-0.553185774123361,0.0494456246161113,"Vibrio_Vibrio_vs_Control"
"ko:K005001",-0.187732933003585,0.866100869155914,"Vibrio_Vibrio_vs_Control"
"ko:K005221",-0.297312375218454,0.61496745386478,"Vibrio_Vibrio_vs_Control"
"ko:K005441",0.473530471527225,0.891171571703495,"Vibrio_Vibrio_vs_Control"
"ko:K006161",1.0660175264815,NA,"Vibrio_Vibrio_vs_Control"
"ko:K006431",1.44002405534232,2.8630871377371e-05,"Vibrio_Vibrio_vs_Control"
"ko:K007991",-1.03839821715075,0.533941415908843,"Vibrio_Vibrio_vs_Control"
"ko:K008141",-0.481083018695078,NA,"Vibrio_Vibrio_vs_Control"
"ko:K008191",-0.117801156285647,0.861862822999657,"Vibrio_Vibrio_vs_Control"
"ko:K008561",1.34105002213163,0.288590893565917,"Vibrio_Vibrio_vs_Control"
"ko:K009331",-0.593306500997253,0.518313872040415,"Vibrio_Vibrio_vs_Control"
"ko:K009391",0.94047982613473,0.160316063869423,"Vibrio_Vibrio_vs_Control"
"ko:K009401",-0.75835371595587,0.550671003605427,"Vibrio_Vibrio_vs_Control"
"ko:K009671",0.443947194809856,0.0728232199371891,"Vibrio_Vibrio_vs_Control"
"ko:K010701",-0.37105117706288,NA,"Vibrio_Vibrio_vs_Control"
"ko:K012061",3.2301778174314,1.62875325454006e-05,"Vibrio_Vibrio_vs_Control"
"ko:K012511",1.96859309588765,0.000799496723832332,"Vibrio_Vibrio_vs_Control"
"ko:K013631",-0.170274758016738,0.77737214502662,"Vibrio_Vibrio_vs_Control"
"ko:K013651",0.370768087868455,0.283879450139251,"Vibrio_Vibrio_vs_Control"
"ko:K013791",-0.476597265216214,0.292439232110723,"Vibrio_Vibrio_vs_Control"
"ko:K015511",0.337431720096257,NA,"Vibrio_Vibrio_vs_Control"
"ko:K015961",2.95527302607099,3.07678427636237e-28,"Vibrio_Vibrio_vs_Control"
"ko:K016231",0.00969716140896686,0.983740880757057,"Vibrio_Vibrio_vs_Control"
"ko:K016811",1.40758319158768,0.00261603755605292,"Vibrio_Vibrio_vs_Control"
"ko:K016891",0.42722095003494,0.533941415908843,"Vibrio_Vibrio_vs_Control"
"ko:K016971",-1.77150284201693,NA,"Vibrio_Vibrio_vs_Control"
"ko:K017581",0.501069318637695,0.769787235968231,"Vibrio_Vibrio_vs_Control"
"ko:K018751",-0.0761261727778491,0.962302766812078,"Vibrio_Vibrio_vs_Control"
"ko:K018811",0.472347991196719,0.840560527994567,"Vibrio_Vibrio_vs_Control"
"ko:K018891",1.07686866307115,0.283879450139251,"Vibrio_Vibrio_vs_Control"
"ko:K018901",0.0996012656050585,0.96294096060341,"Vibrio_Vibrio_vs_Control"
"ko:K018921",0.0399724083326097,0.974770771119071,"Vibrio_Vibrio_vs_Control"
"ko:K018931",-0.939348655269476,0.533941415908843,"Vibrio_Vibrio_vs_Control"
"ko:K019531",-0.639975337988872,0.288590893565917,"Vibrio_Vibrio_vs_Control"
"ko:K021051",-0.804219627030159,0.477818804713029,"Vibrio_Vibrio_vs_Control"
"ko:K021111",-0.661315455916202,NA,"Vibrio_Vibrio_vs_Control"
"ko:K021121",0.317011759017481,0.521893346566729,"Vibrio_Vibrio_vs_Control"
"ko:K021461",-0.514478865249951,0.671610855487482,"Vibrio_Vibrio_vs_Control"
"ko:K021491",-0.640685022279615,0.61496745386478,"Vibrio_Vibrio_vs_Control"
"ko:K021521",1.61949406590307,NA,"Vibrio_Vibrio_vs_Control"
"ko:K021551",0.12645583809101,0.890957896953136,"Vibrio_Vibrio_vs_Control"
"ko:K021831",-0.574087680888241,0.0186843468100325,"Vibrio_Vibrio_vs_Control"
"ko:K022191",-1.57438630394027,NA,"Vibrio_Vibrio_vs_Control"
"ko:K022671",-0.669103962891818,0.671610855487482,"Vibrio_Vibrio_vs_Control"
"ko:K024371",0.474921863189296,0.589653320248128,"Vibrio_Vibrio_vs_Control"
"ko:K025031",-0.321723653748248,NA,"Vibrio_Vibrio_vs_Control"
"ko:K026351",0.454347174135902,0.661459808551818,"Vibrio_Vibrio_vs_Control"
"ko:K026391",-0.350784899814756,NA,"Vibrio_Vibrio_vs_Control"
"ko:K027031",4.01120649629004,0.533941415908843,"Vibrio_Vibrio_vs_Control"
"ko:K027051",1.68443693631705,0.183176855000473,"Vibrio_Vibrio_vs_Control"
"ko:K027061",-1.84392605858128,NA,"Vibrio_Vibrio_vs_Control"
"ko:K027251",0.0751045908116869,NA,"Vibrio_Vibrio_vs_Control"
"ko:K027261",-0.669012167711347,0.695845144475609,"Vibrio_Vibrio_vs_Control"
"ko:K027281",-0.0719024044711196,0.96294096060341,"Vibrio_Vibrio_vs_Control"
"ko:K027321",-0.159722917829953,0.875612969513871,"Vibrio_Vibrio_vs_Control"
"ko:K028651",-0.114022984883366,0.953394050344188,"Vibrio_Vibrio_vs_Control"
"ko:K028661",-0.934213307408815,NA,"Vibrio_Vibrio_vs_Control"
"ko:K028701",-0.382708958256449,0.225007877276285,"Vibrio_Vibrio_vs_Control"
"ko:K028721",-2.46330729766912,0.0272864720733975,"Vibrio_Vibrio_vs_Control"
"ko:K028731",-1.62117889385865,0.000249119918914591,"Vibrio_Vibrio_vs_Control"
"ko:K028771",1.69207138072869,0.25928699516676,"Vibrio_Vibrio_vs_Control"
"ko:K028801",-0.921023063973025,0.370349102876106,"Vibrio_Vibrio_vs_Control"
"ko:K028821",0.619567286799248,0.589653320248128,"Vibrio_Vibrio_vs_Control"
"ko:K028851",-0.47535587413835,0.693183501057812,"Vibrio_Vibrio_vs_Control"
"ko:K028891",-0.739204696816524,0.533941415908843,"Vibrio_Vibrio_vs_Control"
"ko:K028961",-0.933502540771543,0.151638037612706,"Vibrio_Vibrio_vs_Control"
"ko:K028981",0.0687904065363351,0.96294096060341,"Vibrio_Vibrio_vs_Control"
"ko:K029011",-0.251468606215831,0.875612969513871,"Vibrio_Vibrio_vs_Control"
"ko:K029051",0.368085441193066,0.533941415908843,"Vibrio_Vibrio_vs_Control"
"ko:K029081",1.28484924085836,0.059508941609592,"Vibrio_Vibrio_vs_Control"
"ko:K029101",-0.649363100638303,0.597510722312056,"Vibrio_Vibrio_vs_Control"
"ko:K029151",-0.573969159878942,0.588892526125321,"Vibrio_Vibrio_vs_Control"
"ko:K029181",0.116198461079822,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029201",0.440203144667216,0.834079600196893,"Vibrio_Vibrio_vs_Control"
"ko:K029231",-0.138078783423489,0.932647886070796,"Vibrio_Vibrio_vs_Control"
"ko:K029241",-0.546072490803125,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029291",0.763590393505809,0.533941415908843,"Vibrio_Vibrio_vs_Control"
"ko:K029321",-0.448758057314607,0.533941415908843,"Vibrio_Vibrio_vs_Control"
"ko:K029361",-0.123113807203726,0.932647886070796,"Vibrio_Vibrio_vs_Control"
"ko:K029371",0.10208399815811,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029381",0.930400317634638,0.30086835924636,"Vibrio_Vibrio_vs_Control"
"ko:K029411",0.729208066805514,0.533941415908843,"Vibrio_Vibrio_vs_Control"
"ko:K029471",1.60022639239065,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029491",0.859814640336795,0.288760538515684,"Vibrio_Vibrio_vs_Control"
"ko:K029511",-0.348487696537857,0.831403400263165,"Vibrio_Vibrio_vs_Control"
"ko:K029531",-0.955335236787829,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029551",-0.989280197235363,0.151638037612706,"Vibrio_Vibrio_vs_Control"
"ko:K029581",-0.164547720581815,0.932647886070796,"Vibrio_Vibrio_vs_Control"
"ko:K029621",1.11777459373379,0.218837359456458,"Vibrio_Vibrio_vs_Control"
"ko:K029661",-0.344602972863835,0.834079600196893,"Vibrio_Vibrio_vs_Control"
"ko:K029691",-0.56943180552446,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029731",-0.555609053522773,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029751",-0.0275445022004074,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029761",-0.927200610914575,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029781",0.249422515881554,0.715795844315991,"Vibrio_Vibrio_vs_Control"
"ko:K029801",-1.56539732801658,0.0728232199371891,"Vibrio_Vibrio_vs_Control"
"ko:K029831",-0.248307429345032,0.913222671139686,"Vibrio_Vibrio_vs_Control"
"ko:K029841",0.514867005792422,0.563901293525303,"Vibrio_Vibrio_vs_Control"
"ko:K029851",1.1491624700967,0.561911276983734,"Vibrio_Vibrio_vs_Control"
"ko:K029871",-1.20686376906415,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029911",-0.509689919355579,0.340841692486523,"Vibrio_Vibrio_vs_Control"
"ko:K029921",-0.527311155671343,0.730433525344666,"Vibrio_Vibrio_vs_Control"
"ko:K029931",-0.250934745149311,0.671610855487482,"Vibrio_Vibrio_vs_Control"
"ko:K029951",0.142743971131586,0.92125015158931,"Vibrio_Vibrio_vs_Control"
"ko:K030071",-3.44823758336341,0.000319535264291435,"Vibrio_Vibrio_vs_Control"
"ko:K030081",-1.73674875832237,NA,"Vibrio_Vibrio_vs_Control"
"ko:K030311",0.699753311953049,0.561911276983734,"Vibrio_Vibrio_vs_Control"
"ko:K030831",-0.410719494774,0.5566921287052,"Vibrio_Vibrio_vs_Control"
"ko:K031131",0.0414387601553793,NA,"Vibrio_Vibrio_vs_Control"
"ko:K032311",0.682428824460365,0.796557567187126,"Vibrio_Vibrio_vs_Control"
"ko:K032321",0.80081238222396,0.629043932653098,"Vibrio_Vibrio_vs_Control"
"ko:K032331",1.00016292080665,0.578304357386594,"Vibrio_Vibrio_vs_Control"
"ko:K032341",0.337228934386012,NA,"Vibrio_Vibrio_vs_Control"
"ko:K032361",-0.182875191270276,0.840560527994567,"Vibrio_Vibrio_vs_Control"
"ko:K032461",-0.994156605481564,0.489487406522865,"Vibrio_Vibrio_vs_Control"
"ko:K032471",-0.936821640009196,0.533941415908843,"Vibrio_Vibrio_vs_Control"
"ko:K032831",0.382855065139552,0.518313872040415,"Vibrio_Vibrio_vs_Control"
"ko:K035211",0.293650371534035,0.77737214502662,"Vibrio_Vibrio_vs_Control"
"ko:K035221",-2.1767514960958,NA,"Vibrio_Vibrio_vs_Control"
"ko:K036261",2.39137034564917,1.62875325454006e-05,"Vibrio_Vibrio_vs_Control"
"ko:K036611",-0.216327963830203,0.932647886070796,"Vibrio_Vibrio_vs_Control"
"ko:K038721",0.0914864221691575,0.96294096060341,"Vibrio_Vibrio_vs_Control"
"ko:K038731",0.218901745942999,0.840153231061718,"Vibrio_Vibrio_vs_Control"
"ko:K039361",-0.403807497552989,NA,"Vibrio_Vibrio_vs_Control"
"ko:K039421",-0.834461246278292,NA,"Vibrio_Vibrio_vs_Control"
"ko:K039431",0.0595328658774613,NA,"Vibrio_Vibrio_vs_Control"
"ko:K040431",1.54012970773152,0.268906031658257,"Vibrio_Vibrio_vs_Control"
"ko:K040791",0.677940380161481,0.552667636296985,"Vibrio_Vibrio_vs_Control"
"ko:K043451",0.864633796088748,0.588892526125321,"Vibrio_Vibrio_vs_Control"
"ko:K043481",-0.307149125597178,NA,"Vibrio_Vibrio_vs_Control"
"ko:K043541",0.0145046522337516,0.983740880757057,"Vibrio_Vibrio_vs_Control"
"ko:K043641",0.669902712145529,0.557959400863323,"Vibrio_Vibrio_vs_Control"
"ko:K043691",-0.780415099970187,0.61496745386478,"Vibrio_Vibrio_vs_Control"
"ko:K043701",0.788581136906708,NA,"Vibrio_Vibrio_vs_Control"
"ko:K043711",-0.396553798768773,NA,"Vibrio_Vibrio_vs_Control"
"ko:K043931",-0.338954931213626,0.747078290311987,"Vibrio_Vibrio_vs_Control"
"ko:K044441",0.969720636558759,0.840153231061718,"Vibrio_Vibrio_vs_Control"
"ko:K044561",-0.53086399801957,NA,"Vibrio_Vibrio_vs_Control"
"ko:K045031",-0.0612811373552781,0.96294096060341,"Vibrio_Vibrio_vs_Control"
"ko:K045361",-1.4533549316729,NA,"Vibrio_Vibrio_vs_Control"
"ko:K045521",-0.844393605096734,0.240548283290127,"Vibrio_Vibrio_vs_Control"
"ko:K045671",-0.304440526349933,0.519425431101626,"Vibrio_Vibrio_vs_Control"
"ko:K047121",0.315768576521888,0.866575162115535,"Vibrio_Vibrio_vs_Control"
"ko:K057541",1.16887452485243,0.00141843717707938,"Vibrio_Vibrio_vs_Control"
"ko:K057551",0.272528886630804,0.853379445410941,"Vibrio_Vibrio_vs_Control"
"ko:K057571",0.329930985067458,0.519425431101626,"Vibrio_Vibrio_vs_Control"
"ko:K057581",0.305848625065736,0.866100869155914,"Vibrio_Vibrio_vs_Control"
"ko:K057591",-0.295806138521249,0.671610855487482,"Vibrio_Vibrio_vs_Control"
"ko:K066851",0.33377028642094,0.848479156250579,"Vibrio_Vibrio_vs_Control"
"ko:K066891",-0.567380226182319,0.533941415908843,"Vibrio_Vibrio_vs_Control"
"ko:K067041",1.19918725322995,NA,"Vibrio_Vibrio_vs_Control"
"ko:K071511",-0.28010429822139,0.393537113033185,"Vibrio_Vibrio_vs_Control"
"ko:K071921",-0.0300353397707676,0.967906432670618,"Vibrio_Vibrio_vs_Control"
"ko:K072051",-0.19866361175174,0.866100869155914,"Vibrio_Vibrio_vs_Control"
"ko:K073421",-0.374166887859198,0.840153231061718,"Vibrio_Vibrio_vs_Control"
"ko:K073751",-0.312952040210051,0.789944880846051,"Vibrio_Vibrio_vs_Control"
"ko:K075091",0.037753555974057,0.96294096060341,"Vibrio_Vibrio_vs_Control"
"ko:K078271",0.124988666433555,0.92125015158931,"Vibrio_Vibrio_vs_Control"
"ko:K078741",0.643888577886298,0.557959400863323,"Vibrio_Vibrio_vs_Control"
"ko:K078871",0.222258636490039,0.819614520848257,"Vibrio_Vibrio_vs_Control"
"ko:K078901",0.292476884687266,0.747078290311987,"Vibrio_Vibrio_vs_Control"
"ko:K078931",0.588471989381414,NA,"Vibrio_Vibrio_vs_Control"
"ko:K079011",0.640693500773843,0.370349102876106,"Vibrio_Vibrio_vs_Control"
"ko:K079361",-1.22319907246384,0.0973285560434481,"Vibrio_Vibrio_vs_Control"
"ko:K079371",-0.404985650721906,0.135961927646384,"Vibrio_Vibrio_vs_Control"
"ko:K079761",0.677689151372904,NA,"Vibrio_Vibrio_vs_Control"
"ko:K080561",-2.03933983506326,NA,"Vibrio_Vibrio_vs_Control"
"ko:K085481",0.504397094045231,0.557959400863323,"Vibrio_Vibrio_vs_Control"
"ko:K087641",-0.579998006333355,NA,"Vibrio_Vibrio_vs_Control"
"ko:K088701",0.521379637095244,NA,"Vibrio_Vibrio_vs_Control"
"ko:K089571",2.18211302946442,0.0205783250714606,"Vibrio_Vibrio_vs_Control"
"ko:K090221",0.10274267954156,0.957760561802315,"Vibrio_Vibrio_vs_Control"
"ko:K093981",0.088108828062156,NA,"Vibrio_Vibrio_vs_Control"
"ko:K094811",0.667911358737073,0.518313872040415,"Vibrio_Vibrio_vs_Control"
"ko:K094901",-0.92198155158302,0.550147860666022,"Vibrio_Vibrio_vs_Control"
"ko:K095671",2.40061083672395,NA,"Vibrio_Vibrio_vs_Control"
"ko:K095681",0.224182025738322,0.932647886070796,"Vibrio_Vibrio_vs_Control"
"ko:K095691",2.48142237130801,0.0116564468765345,"Vibrio_Vibrio_vs_Control"
"ko:K095801",0.0469832698985571,0.962302766812078,"Vibrio_Vibrio_vs_Control"
"ko:K095841",-0.164576564088496,0.61496745386478,"Vibrio_Vibrio_vs_Control"
"ko:K095951",-0.7543574640572,0.288590893565917,"Vibrio_Vibrio_vs_Control"
"ko:K103641",0.362935581237579,0.561911276983734,"Vibrio_Vibrio_vs_Control"
"ko:K103651",0.327133542191291,0.533941415908843,"Vibrio_Vibrio_vs_Control"
"ko:K104181",0.738953723640552,0.533941415908843,"Vibrio_Vibrio_vs_Control"
"ko:K104191",-0.616959583775555,0.741970913744654,"Vibrio_Vibrio_vs_Control"
"ko:K104201",0.366910930761642,0.635597327965281,"Vibrio_Vibrio_vs_Control"
"ko:K104351",0.425318517185468,0.533941415908843,"Vibrio_Vibrio_vs_Control"
"ko:K105731",0.441492720410328,0.776849989170325,"Vibrio_Vibrio_vs_Control"
"ko:K105751",0.672482763603958,0.533941415908843,"Vibrio_Vibrio_vs_Control"
"ko:K105771",-0.403877636246892,NA,"Vibrio_Vibrio_vs_Control"
"ko:K105801",-0.201558970393659,0.861862822999657,"Vibrio_Vibrio_vs_Control"
"ko:K105821",-1.40136720460455,NA,"Vibrio_Vibrio_vs_Control"
"ko:K105831",-1.48975871744888,NA,"Vibrio_Vibrio_vs_Control"
"ko:K106881",0.119986902164076,NA,"Vibrio_Vibrio_vs_Control"
"ko:K107041",1.25049129059469,0.0153119070842591,"Vibrio_Vibrio_vs_Control"
"ko:K109491",0.537830087286325,0.693183501057812,"Vibrio_Vibrio_vs_Control"
"ko:K109561",0.454725223214228,0.904583267696999,"Vibrio_Vibrio_vs_Control"
"ko:K110871",2.15018002088656,NA,"Vibrio_Vibrio_vs_Control"
"ko:K110881",0.755380927202579,0.533941415908843,"Vibrio_Vibrio_vs_Control"
"ko:K110991",0.502745230757907,NA,"Vibrio_Vibrio_vs_Control"
"ko:K111301",-0.642816177043811,NA,"Vibrio_Vibrio_vs_Control"
"ko:K111881",-0.188998362658329,0.926556957588841,"Vibrio_Vibrio_vs_Control"
"ko:K112511",1.10856212518668,0.18510714061281,"Vibrio_Vibrio_vs_Control"
"ko:K112521",0.86168322244179,0.200622475619517,"Vibrio_Vibrio_vs_Control"
"ko:K112541",1.0839488420939,NA,"Vibrio_Vibrio_vs_Control"
"ko:K114951",-1.15940848814873,NA,"Vibrio_Vibrio_vs_Control"
"ko:K115841",-2.170980375095,0.0973285560434481,"Vibrio_Vibrio_vs_Control"
"ko:K118841",-0.737654887680343,NA,"Vibrio_Vibrio_vs_Control"
"ko:K119801",-0.0403746545851875,0.974770771119071,"Vibrio_Vibrio_vs_Control"
"ko:K121581",0.134876355866522,0.932647886070796,"Vibrio_Vibrio_vs_Control"
"ko:K121941",0.203492009518363,0.552667636296985,"Vibrio_Vibrio_vs_Control"
"ko:K121971",0.305926752843728,0.776849989170325,"Vibrio_Vibrio_vs_Control"
"ko:K121981",-0.00938429008707258,NA,"Vibrio_Vibrio_vs_Control"
"ko:K123931",2.59271337857206,0.136447650289315,"Vibrio_Vibrio_vs_Control"
"ko:K126211",-0.440246686668292,NA,"Vibrio_Vibrio_vs_Control"
"ko:K126221",-0.1717228604307,NA,"Vibrio_Vibrio_vs_Control"
"ko:K126231",-1.17048555386113,0.533941415908843,"Vibrio_Vibrio_vs_Control"
"ko:K127571",-0.0659065341813743,0.92125015158931,"Vibrio_Vibrio_vs_Control"
"ko:K128281",-0.104936338460791,0.669759498439144,"Vibrio_Vibrio_vs_Control"
"ko:K128321",0.0278734213153329,0.96294096060341,"Vibrio_Vibrio_vs_Control"
"ko:K128331",0.254480908788952,NA,"Vibrio_Vibrio_vs_Control"
"ko:K128591",0.352171561729627,0.840153231061718,"Vibrio_Vibrio_vs_Control"
"ko:K128771",-0.482619573737321,0.767213533754818,"Vibrio_Vibrio_vs_Control"
"ko:K129471",-0.31505470939499,0.819614520848257,"Vibrio_Vibrio_vs_Control"
"ko:K130251",-0.20370227434143,0.533941415908843,"Vibrio_Vibrio_vs_Control"
"ko:K131261",0.0207817804069649,0.96294096060341,"Vibrio_Vibrio_vs_Control"
"ko:K131761",0.388597920260916,NA,"Vibrio_Vibrio_vs_Control"
"ko:K132511",-0.173606947216677,NA,"Vibrio_Vibrio_vs_Control"
"ko:K137581",1.27510257661921,0.151638037612706,"Vibrio_Vibrio_vs_Control"
"ko:K137851",0.0913106008283456,0.950336183510922,"Vibrio_Vibrio_vs_Control"
"ko:K143971",0.327442799958482,NA,"Vibrio_Vibrio_vs_Control"
"ko:K147531",0.792302231730673,0.00129270677300267,"Vibrio_Vibrio_vs_Control"
"ko:K148031",-0.677678416496685,NA,"Vibrio_Vibrio_vs_Control"
"ko:K149651",-0.485339173837213,0.776849989170325,"Vibrio_Vibrio_vs_Control"
"ko:K150251",2.53964435161866,NA,"Vibrio_Vibrio_vs_Control"
"ko:K151031",-0.651895645037823,0.561911276983734,"Vibrio_Vibrio_vs_Control"
"ko:K156201",-1.12844200137953,NA,"Vibrio_Vibrio_vs_Control"
"ko:K161861",2.33357250383123,0.00146216957364991,"Vibrio_Vibrio_vs_Control"
"ko:K161971",-0.662099424115996,0.533941415908843,"Vibrio_Vibrio_vs_Control"
"ko:K163441",-0.17654879332776,0.92125015158931,"Vibrio_Vibrio_vs_Control"
"ko:K165751",-1.71436012183413,NA,"Vibrio_Vibrio_vs_Control"
"ko:K167941",0.395804801822389,0.588892526125321,"Vibrio_Vibrio_vs_Control"
"ko:K170801",-0.541946280836538,0.769787235968231,"Vibrio_Vibrio_vs_Control"
"ko:K170811",-0.257139805664425,0.663712350145008,"Vibrio_Vibrio_vs_Control"
"ko:K170931",-1.22217963318121,NA,"Vibrio_Vibrio_vs_Control"
"ko:K172541",-0.02832403566148,NA,"Vibrio_Vibrio_vs_Control"
"ko:K172661",0.409799567434077,0.671610855487482,"Vibrio_Vibrio_vs_Control"
"ko:K172681",0.751092500745218,0.518313872040415,"Vibrio_Vibrio_vs_Control"
"ko:K174971",1.08463872563632,NA,"Vibrio_Vibrio_vs_Control"
"ko:K177801",-0.907323046728252,NA,"Vibrio_Vibrio_vs_Control"
"ko:K177951",0.261807308878068,NA,"Vibrio_Vibrio_vs_Control"
"ko:K179181",-0.18304301474602,0.671610855487482,"Vibrio_Vibrio_vs_Control"
"ko:K179201",-0.124925220101283,0.769787235968231,"Vibrio_Vibrio_vs_Control"
"ko:K182691",1.19395865863464,0.145653681310517,"Vibrio_Vibrio_vs_Control"
"ko:K184661",0.806700514255958,0.542999046236281,"Vibrio_Vibrio_vs_Control"
"ko:K186171",0.579596996233597,NA,"Vibrio_Vibrio_vs_Control"
"ko:K196821",0.434837206670953,0.60494038523923,"Vibrio_Vibrio_vs_Control"
"ko:K197651",-0.482297814423071,8.38077772779149e-05,"Vibrio_Vibrio_vs_Control"
"ko:K197881",-0.314261851802778,NA,"Vibrio_Vibrio_vs_Control"
"ko:K199311",0.414048576709495,0.552667636296985,"Vibrio_Vibrio_vs_Control"
"ko:K199321",0.665740302954451,0.578304357386594,"Vibrio_Vibrio_vs_Control"
"ko:K200111",0.0569413868892557,0.96294096060341,"Vibrio_Vibrio_vs_Control"
"ko:K203011",-0.0516654708062552,NA,"Vibrio_Vibrio_vs_Control"
"ko:K203021",-0.431426341216718,0.671610855487482,"Vibrio_Vibrio_vs_Control"
"ko:K203461",-0.00399744687163817,0.995347347806803,"Vibrio_Vibrio_vs_Control"
"ko:K203471",0.135484461772213,0.932647886070796,"Vibrio_Vibrio_vs_Control"
"ko:K203501",-2.04828768115442,NA,"Vibrio_Vibrio_vs_Control"
"ko:K203521",0.573183664697861,0.370349102876106,"Vibrio_Vibrio_vs_Control"
"ko:K203691",-0.619083972568576,0.00261603755605292,"Vibrio_Vibrio_vs_Control"
"ko:K203981",-0.560583341353795,0.533941415908843,"Vibrio_Vibrio_vs_Control"
"ko:K203991",-0.486540775042543,NA,"Vibrio_Vibrio_vs_Control"
"ko:K204721",-0.796945485707784,0.288590893565917,"Vibrio_Vibrio_vs_Control"
"ko:K218701",-0.233410397313899,0.932647886070796,"Vibrio_Vibrio_vs_Control"
"ko:K218911",0.270384134451115,NA,"Vibrio_Vibrio_vs_Control"
"ko:K220691",0.604882502642901,NA,"Vibrio_Vibrio_vs_Control"
"ko:K223901",-0.0839459740563217,0.96294096060341,"Vibrio_Vibrio_vs_Control"
"ko:K225031",0.173139954656496,0.957760561802315,"Vibrio_Vibrio_vs_Control"
"ko:K225561",-1.63092601224206,0.533941415908843,"Vibrio_Vibrio_vs_Control"
"ko:K229391",-1.32380082993506,NA,"Vibrio_Vibrio_vs_Control"
"ko:K230341",1.3300061093198,0.72564458159219,"Vibrio_Vibrio_vs_Control"
